state_id,district_id,block_id,cluster_id,school_id
12,102,10202,102020113,1000000191
12,102,10202,102020113,1000000192
12,102,10202,102020113,1000000193
12,102,10202,102020113,1000000194
12,102,10202,102020113,1000000195
12,102,10202,102020114,1000000196
12,102,10202,102020114,1000000197
12,102,10202,102020114,1000000198
12,102,10202,102020114,1000000199
12,102,10202,102020114,1000000200
12,102,10202,102020114,1000000201
12,102,10202,102020115,1000000202
12,102,10202,102020115,1000000203
12,102,10202,102020115,1000000204
12,102,10202,102020115,1000000205
12,102,10203,102030111,1000000206
12,102,10203,102030111,1000000207
12,102,10203,102030111,1000000208
12,102,10203,102030111,1000000209
12,102,10203,102030111,1000000210
12,102,10203,102030112,1000000211
12,102,10203,102030112,1000000212
12,102,10203,102030112,1000000213
12,102,10203,102030112,1000000214
12,102,10203,102030112,1000000215
12,102,10203,102030113,1000000216
12,102,10203,102030113,1000000217
12,102,10203,102030113,1000000218
12,102,10203,102030113,1000000219
12,102,10203,102030113,1000000220
12,102,10203,102030114,1000000221
12,102,10203,102030114,1000000222
12,102,10203,102030114,1000000223
12,102,10203,102030114,1000000224
12,102,10203,102030114,1000000225
12,102,10203,102030115,1000000226
12,102,10203,102030115,1000000227
12,102,10203,102030115,1000000228
12,102,10203,102030115,1000000229
12,102,10203,102030115,1000000230
12,102,10203,102030115,1000000231
12,102,10204,102040111,1000000232
12,102,10204,102040111,1000000233
12,102,10204,102040111,1000000234
12,102,10204,102040111,1000000235
12,102,10204,102040111,1000000236
12,102,10204,102040112,1000000237
12,102,10204,102040112,1000000238
12,102,10204,102040112,1000000239
12,102,10204,102040112,1000000240
12,102,10204,102040112,1000000241
12,102,10204,102040113,1000000242
12,102,10204,102040113,1000000243
12,102,10204,102040113,1000000244
12,102,10204,102040113,1000000245
12,102,10204,102040113,1000000246
12,102,10204,102040114,1000000247
12,102,10204,102040114,1000000248
12,102,10204,102040114,1000000249
12,102,10204,102040114,1000000250
12,102,10204,102040114,1000000251
12,102,10204,102040114,1000000252
12,102,10204,102040114,1000000253
12,102,10204,102040115,1000000254
12,102,10204,102040115,1000000255
12,102,10204,102040115,1000000256
12,102,10204,102040115,1000000257
12,102,10204,102040115,1000000258
12,102,10204,102040115,1000000259
12,102,10204,102040115,1000000260
12,102,10205,102050111,1000000261
12,102,10205,102050111,1000000262
12,102,10205,102050111,1000000263
12,102,10205,102050111,1000000264
12,102,10205,102050111,1000000265
12,102,10205,102050111,1000000266
12,102,10205,102050111,1000000267
12,102,10205,102050112,1000000268
12,102,10205,102050112,1000000269
12,102,10205,102050112,1000000270
12,102,10205,102050112,1000000271
12,102,10205,102050112,1000000272
12,102,10205,102050112,1000000273
12,102,10205,102050112,1000000274
12,102,10205,102050113,1000000275
12,102,10205,102050113,1000000276
12,102,10205,102050113,1000000277
12,102,10205,102050113,1000000278
12,102,10205,102050113,1000000279
12,102,10205,102050113,1000000280
12,102,10205,102050113,1000000281
12,102,10205,102050114,1000000282
12,102,10205,102050114,1000000283
12,102,10205,102050114,1000000284
12,102,10205,102050114,1000000285
12,102,10205,102050114,1000000286
12,102,10205,102050115,1000000287
12,102,10205,102050115,1000000288
12,102,10205,102050115,1000000289
12,102,10205,102050115,1000000290
12,102,10205,102050115,1000000291
12,102,10205,102050115,1000000292
12,102,10205,102050115,1000000293
22,201,20101,201010111,1000000294
22,201,20101,201010111,1000000295
22,201,20101,201010111,1000000296
22,201,20101,201010111,1000000297
22,201,20101,201010111,1000000298
22,201,20101,201010111,1000000299
22,201,20101,201010111,1000000300
22,201,20101,201010112,1000000301
22,201,20101,201010112,1000000302
22,201,20101,201010112,1000000303
22,201,20101,201010112,1000000304
22,201,20101,201010112,1000000305
22,201,20101,201010112,1000000306
22,201,20101,201010112,1000000307
22,201,20101,201010113,1000000308
22,201,20101,201010113,1000000309
22,201,20101,201010113,1000000310
22,201,20101,201010113,1000000311
22,201,20101,201010113,1000000312
22,201,20101,201010114,1000000313
22,201,20101,201010114,1000000314
22,201,20101,201010114,1000000315
22,201,20101,201010114,1000000316
22,201,20101,201010114,1000000317
22,201,20101,201010115,1000000318
22,201,20101,201010115,1000000319
22,201,20101,201010115,1000000320
22,201,20101,201010115,1000000321
22,201,20101,201010115,1000000322
22,201,20102,201020111,1000000323
22,201,20102,201020111,1000000324
22,201,20102,201020111,1000000325
22,201,20102,201020111,1000000326
22,201,20102,201020111,1000000327
22,201,20102,201020111,1000000328
22,201,20102,201020111,1000000329
22,201,20102,201020112,1000000330
22,201,20102,201020112,1000000331
22,201,20102,201020112,1000000332
22,201,20102,201020112,1000000333
22,201,20102,201020112,1000000334
22,201,20102,201020112,1000000335
22,201,20102,201020112,1000000336
22,201,20102,201020113,1000000337
22,201,20102,201020113,1000000338
22,201,20102,201020113,1000000339
22,201,20102,201020113,1000000340
22,201,20102,201020113,1000000341
22,201,20102,201020113,1000000342
22,201,20102,201020114,1000000343
22,201,20102,201020114,1000000344
22,201,20102,201020114,1000000345
22,201,20102,201020114,1000000346
22,201,20102,201020114,1000000347
22,201,20102,201020114,1000000348
22,201,20102,201020115,1000000349
22,201,20102,201020115,1000000350
22,201,20102,201020115,1000000351
22,201,20102,201020115,1000000352
22,201,20102,201020115,1000000353
22,201,20102,201020115,1000000354
22,201,20103,201030111,1000000355
22,201,20103,201030111,1000000356
22,201,20103,201030111,1000000357
22,201,20103,201030111,1000000358
22,201,20103,201030111,1000000359
22,201,20103,201030112,1000000360
22,201,20103,201030112,1000000361
22,201,20103,201030112,1000000362
22,201,20103,201030112,1000000363
22,201,20103,201030112,1000000364
22,201,20103,201030112,1000000365
22,201,20103,201030113,1000000366
22,201,20103,201030113,1000000367
22,201,20103,201030113,1000000368
22,201,20103,201030113,1000000369
22,201,20103,201030113,1000000370
22,201,20103,201030114,1000000371
22,201,20103,201030114,1000000372
22,201,20103,201030114,1000000373
22,201,20103,201030114,1000000374
22,201,20103,201030114,1000000375
22,201,20103,201030114,1000000376
22,201,20103,201030114,1000000377
22,201,20103,201030115,1000000378
22,201,20103,201030115,1000000379
22,201,20103,201030115,1000000380
22,201,20103,201030115,1000000381
22,201,20103,201030115,1000000382
22,201,20103,201030115,1000000383
22,201,20103,201030115,1000000384
22,201,20104,201040111,1000000385
22,201,20104,201040111,1000000386
22,201,20104,201040111,1000000387
22,201,20104,201040111,1000000388
22,201,20104,201040111,1000000389
22,201,20104,201040111,1000000390
22,201,20104,201040112,1000000391
22,201,20104,201040112,1000000392
22,201,20104,201040112,1000000393
22,201,20104,201040112,1000000394
22,201,20104,201040112,1000000395
22,201,20104,201040112,1000000396
22,201,20104,201040113,1000000397
22,201,20104,201040113,1000000398
22,201,20104,201040113,1000000399
22,201,20104,201040113,1000000400
22,201,20104,201040113,1000000401
22,201,20104,201040113,1000000402
22,201,20104,201040113,1000000403
22,201,20104,201040114,1000000404
22,201,20104,201040114,1000000405
22,201,20104,201040114,1000000406
22,201,20104,201040114,1000000407
22,201,20104,201040114,1000000408
22,201,20104,201040115,1000000409
22,201,20104,201040115,1000000410
22,201,20104,201040115,1000000411
22,201,20104,201040115,1000000412
22,201,20104,201040115,1000000413
22,201,20104,201040115,1000000414
22,201,20105,201050111,1000000415
22,201,20105,201050111,1000000416
22,201,20105,201050111,1000000417
22,201,20105,201050111,1000000418
22,201,20105,201050111,1000000419
22,201,20105,201050111,1000000420
22,201,20105,201050111,1000000421
22,201,20105,201050112,1000000422
22,201,20105,201050112,1000000423
22,201,20105,201050112,1000000424
22,201,20105,201050112,1000000425
22,201,20105,201050112,1000000426
22,201,20105,201050112,1000000427
22,201,20105,201050112,1000000428
22,201,20105,201050112,1000000429
22,201,20105,201050113,1000000430
22,201,20105,201050113,1000000431
22,201,20105,201050113,1000000432
22,201,20105,201050113,1000000433
22,201,20105,201050113,1000000434
22,201,20105,201050113,1000000435
22,201,20105,201050114,1000000436
22,201,20105,201050114,1000000437
22,201,20105,201050114,1000000438
22,201,20105,201050114,1000000439
22,201,20105,201050114,1000000440
22,201,20105,201050114,1000000441
22,201,20105,201050115,1000000442
22,201,20105,201050115,1000000443
22,201,20105,201050115,1000000444
22,201,20105,201050115,1000000445
22,201,20105,201050115,1000000446
22,201,20105,201050115,1000000447
22,202,20201,202010111,1000000448
22,202,20201,202010111,1000000449
22,202,20201,202010111,1000000450
22,202,20201,202010111,1000000451
22,202,20201,202010111,1000000452
22,202,20201,202010111,1000000453
22,202,20201,202010111,1000000454
22,202,20201,202010112,1000000455
22,202,20201,202010112,1000000456
22,202,20201,202010112,1000000457
22,202,20201,202010112,1000000458
22,202,20201,202010112,1000000459
22,202,20201,202010113,1000000460
22,202,20201,202010113,1000000461
22,202,20201,202010113,1000000462
22,202,20201,202010113,1000000463
22,202,20201,202010113,1000000464
22,202,20201,202010113,1000000465
22,202,20201,202010114,1000000466
22,202,20201,202010114,1000000467
22,202,20201,202010114,1000000468
22,202,20201,202010114,1000000469
22,202,20201,202010114,1000000470
22,202,20201,202010114,1000000471
22,202,20201,202010115,1000000472
22,202,20201,202010115,1000000473
22,202,20201,202010115,1000000474
22,202,20201,202010115,1000000475
22,202,20201,202010115,1000000476
22,202,20202,202020111,1000000477
22,202,20202,202020111,1000000478
22,202,20202,202020111,1000000479
22,202,20202,202020111,1000000480
22,202,20202,202020111,1000000481
22,202,20202,202020112,1000000482
22,202,20202,202020112,1000000483
22,202,20202,202020112,1000000484
22,202,20202,202020112,1000000485
22,202,20202,202020112,1000000486
22,202,20202,202020112,1000000487
22,202,20202,202020113,1000000488
22,202,20202,202020113,1000000489
22,202,20202,202020113,1000000490
22,202,20202,202020113,1000000491
22,202,20202,202020113,1000000492
22,202,20202,202020114,1000000493
22,202,20202,202020114,1000000494
22,202,20202,202020114,1000000495
22,202,20202,202020114,1000000496
22,202,20202,202020115,1000000497
22,202,20202,202020115,1000000498
22,202,20202,202020115,1000000499
22,202,20202,202020115,1000000500
22,202,20202,202020115,1000000501
22,202,20202,202020115,1000000502
22,202,20203,202030111,1000000503
22,202,20203,202030111,1000000504
22,202,20203,202030111,1000000505
22,202,20203,202030111,1000000506
22,202,20203,202030111,1000000507
22,202,20203,202030111,1000000508
22,202,20203,202030111,1000000509
22,202,20203,202030112,1000000510
22,202,20203,202030112,1000000511
22,202,20203,202030112,1000000512
22,202,20203,202030112,1000000513
22,202,20203,202030112,1000000514
22,202,20203,202030112,1000000515
22,202,20203,202030112,1000000516
22,202,20203,202030113,1000000517
22,202,20203,202030113,1000000518
22,202,20203,202030113,1000000519
22,202,20203,202030113,1000000520
22,202,20203,202030113,1000000521
22,202,20203,202030114,1000000522
22,202,20203,202030114,1000000523
22,202,20203,202030114,1000000524
22,202,20203,202030114,1000000525
22,202,20203,202030114,1000000526
22,202,20203,202030115,1000000527
22,202,20203,202030115,1000000528
22,202,20203,202030115,1000000529
22,202,20203,202030115,1000000530
22,202,20203,202030115,1000000531
22,202,20204,202040111,1000000532
22,202,20204,202040111,1000000533
22,202,20204,202040111,1000000534
22,202,20204,202040111,1000000535
22,202,20204,202040111,1000000536
22,202,20204,202040111,1000000537
22,202,20204,202040112,1000000538
22,202,20204,202040112,1000000539
22,202,20204,202040112,1000000540
22,202,20204,202040112,1000000541
22,202,20204,202040112,1000000542
22,202,20204,202040113,1000000543
22,202,20204,202040113,1000000544
22,202,20204,202040113,1000000545
22,202,20204,202040113,1000000546
22,202,20204,202040113,1000000547
22,202,20204,202040114,1000000548
22,202,20204,202040114,1000000549
22,202,20204,202040114,1000000550
22,202,20204,202040114,1000000551
22,202,20204,202040115,1000000552
22,202,20204,202040115,1000000553
22,202,20204,202040115,1000000554
22,202,20204,202040115,1000000555
22,202,20204,202040115,1000000556
22,202,20204,202040115,1000000557
22,202,20205,202050111,1000000558
22,202,20205,202050111,1000000559
22,202,20205,202050111,1000000560
22,202,20205,202050111,1000000561
22,202,20205,202050111,1000000562
22,202,20205,202050112,1000000563
22,202,20205,202050112,1000000564
22,202,20205,202050112,1000000565
22,202,20205,202050112,1000000566
22,202,20205,202050112,1000000567
22,202,20205,202050113,1000000568
22,202,20205,202050113,1000000569
22,202,20205,202050113,1000000570
22,202,20205,202050113,1000000571
22,202,20205,202050113,1000000572
22,202,20205,202050113,1000000573
22,202,20205,202050114,1000000574
22,202,20205,202050114,1000000575
22,202,20205,202050114,1000000576
22,202,20205,202050114,1000000577
22,202,20205,202050114,1000000578
22,202,20205,202050115,1000000579
22,202,20205,202050115,1000000580
22,202,20205,202050115,1000000581
22,202,20205,202050115,1000000582
22,202,20205,202050115,1000000583
22,202,20205,202050115,1000000584
